No,Location,No Spaces,Exact Location,Tariff,Hours of Operation,Clr-Way,X_Value,Y_Value,Zone
9298,South Lotts Road,63 P&D / DP (Total),Opp no 33,€2.70,Mon-Sat 07.00-24.00,FALSE,317736.8871,233466.9729,Red
9302,Gray Street,34 P&D / DP,At Reginald Street Grotto,€2.70,Mon-Sun 07.00-24.00,FALSE,314664,233576,Red
9326,O'Connell Avenue,35 P&D / DP,Opposite Number 29,€3.20,Mon-Sat 07.00-19.00,FALSE,315242.3941,235619.8264,Yellow
9328,Geraldine Street,66 P&D / DP,Opp church on Berkeley Street,€3.20,Mon-Fri 08.00-18.30,FALSE,315281.5765,235569.4671,Yellow
9329,Hendrick Lane,6 P&D / DP,Eastside; middle of the lane,€2.70,Mon-Fri 08.00-18.30,FALSE,314487,234392,Red
9330,Parkgate Street,13 P&D + 3 DP (Total),At Nancy's Pub,€1.00,Mon-Sat 07.00-19.00,FALSE,313657,234432,Orange
9331,Fontenoy Street,77 P&D/DP updated 5/12/2014,Off Dorset Street near Black Church,€3.20,Mon-Sun 07.00-24.00,FALSE,315338.9826,235283.014,Yellow
9332,St. Joseph's Parade,16 P&D / DP,Off Dorset Street Lower,€3.20,Mon-Sat 07.00-24.00,FALSE,315490,235499,Yellow
9333,Carman's Hall,14 P&D + 14 DP (Total),Off Meath St,€2.70,Mon-Sat 07.00-19.00,FALSE,314832.7719,233627.7972,Red
9349,John Street West,8 P&D + 9 DP,Junction of Thomas Street,€2.70,Mon-Sat 07.00-19.00,FALSE,314799,233889,Red
